[16:24:27] Dashboard trade log initialized.
[09:17:00] [Trend] EXEC: BUY 2 MARUTI.NS @ 3,855.62 | Strat Cash: 492,288.76 | Pos: 2
[09:20:00] [Trend] EXEC: BUY 3 ULTRACEMCO.NS @ 2,997.03 | Strat Cash: 483,297.67 | Pos: 3
[09:25:00] [Trend] EXEC: BUY 9 TCS.NS @ 1,072.21 | Strat Cash: 473,647.81 | Pos: 9
[09:27:00] [Trend] EXEC: BUY 12 HINDUNILVR.NS @ 774.70 | Strat Cash: 464,351.42 | Pos: 12
[09:28:00] [Trend] EXEC: BUY 7 APOLLOHOSP.NS @ 1,286.21 | Strat Cash: 455,347.92 | Pos: 7
[09:30:00] [Trend] EXEC: BUY 4 BAJAJ-AUTO.NS @ 1,907.18 | Strat Cash: 447,719.22 | Pos: 4
[09:35:00] [Trend] EXEC: BUY 16 AXISBANK.NS @ 549.15 | Strat Cash: 438,932.81 | Pos: 16
[09:35:00] [Trend] EXEC: BUY 16 GRASIM.NS @ 539.10 | Strat Cash: 430,307.25 | Pos: 16
[09:36:00] [Trend] EXEC: BUY 24 HCLTECH.NS @ 355.00 | Strat Cash: 421,787.36 | Pos: 24
[09:36:00] [MeanReversion] EXEC: BUY 9 TCS.NS @ 1,067.98 | Strat Cash: 490,388.18 | Pos: 9
[09:37:00] [MeanReversion] EXEC: BUY 9 LT.NS @ 1,011.77 | Strat Cash: 481,282.30 | Pos: 9
[09:37:00] [MeanReversion] EXEC: BUY 2 MARUTI.NS @ 3,850.07 | Strat Cash: 473,582.16 | Pos: 2
[09:39:00] [Trend] EXEC: BUY 14 M&M.NS @ 600.86 | Strat Cash: 413,375.26 | Pos: 14
[09:39:00] [Trend] EXEC: BUY 14 NESTLEIND.NS @ 556.74 | Strat Cash: 405,580.89 | Pos: 14
[09:41:00] [Trend] EXEC: BUY 9 DIVISLAB.NS @ 877.79 | Strat Cash: 397,680.83 | Pos: 9
[09:42:00] [MeanReversion] EXEC: BUY 15 CIPLA.NS @ 627.69 | Strat Cash: 464,166.79 | Pos: 15
[09:42:00] [Trend] EXEC: SELL 9 TCS.NS @ 1,067.83 | Strat Cash: 407,291.29 | Pos: 0
[09:45:00] [Trend] EXEC: BUY 23 BHARTIARTL.NS @ 349.85 | Strat Cash: 399,244.69 | Pos: 23
[09:45:00] [Trend] EXEC: BUY 19 INFY.NS @ 417.15 | Strat Cash: 391,318.86 | Pos: 19
[09:45:00] [Trend] EXEC: SELL 2 MARUTI.NS @ 3,846.85 | Strat Cash: 399,012.56 | Pos: 0
[09:46:00] [MeanReversion] EXEC: BUY 13 SBILIFE.NS @ 693.34 | Strat Cash: 455,153.33 | Pos: 13
[09:48:00] [MeanReversion] EXEC: BUY 4 HEROMOTOCO.NS @ 1,860.64 | Strat Cash: 447,710.76 | Pos: 4
[09:49:00] [Trend] EXEC: BUY 26 ADANIPORTS.NS @ 297.54 | Strat Cash: 391,276.61 | Pos: 26
[09:51:00] [Trend] EXEC: BUY 50 ITC.NS @ 153.77 | Strat Cash: 383,587.87 | Pos: 50
[09:51:00] [MeanReversion] EXEC: BUY 20 TECHM.NS @ 439.61 | Strat Cash: 438,918.47 | Pos: 20
[09:52:00] [MeanReversion] EXEC: BUY 36 ICICIBANK.NS @ 242.90 | Strat Cash: 430,173.94 | Pos: 36
[09:52:00] [Trend] EXEC: SELL 50 ITC.NS @ 153.74 | Strat Cash: 391,275.01 | Pos: 0
[09:52:00] [MeanReversion] EXEC: BUY 15 NESTLEIND.NS @ 554.80 | Strat Cash: 421,851.99 | Pos: 15
[09:52:00] [Trend] EXEC: BUY 33 SBIN.NS @ 234.74 | Strat Cash: 383,528.44 | Pos: 33
[09:52:00] [Trend] EXEC: BUY 20 TATAMOTORS.NS @ 366.69 | Strat Cash: 376,194.56 | Pos: 20
[09:53:00] [Trend] EXEC: BUY 48 ITC.NS @ 153.75 | Strat Cash: 368,814.51 | Pos: 48
[09:54:00] [MeanReversion] EXEC: BUY 11 SUNPHARMA.NS @ 753.82 | Strat Cash: 413,559.98 | Pos: 11
[09:54:00] [Trend] EXEC: BUY 22 TITAN.NS @ 328.18 | Strat Cash: 361,594.64 | Pos: 22
[09:55:00] [MeanReversion] EXEC: BUY 10 ASIANPAINT.NS @ 770.21 | Strat Cash: 405,857.84 | Pos: 10
[09:55:00] [Trend] EXEC: SELL 22 TITAN.NS @ 328.23 | Strat Cash: 368,815.67 | Pos: 0
[09:55:00] [Trend] EXEC: BUY 23 UPL.NS @ 318.48 | Strat Cash: 361,490.60 | Pos: 23
[09:56:00] [Trend] EXEC: BUY 10 DRREDDY.NS @ 701.07 | Strat Cash: 354,479.92 | Pos: 10
[09:56:00] [Trend] EXEC: BUY 21 TITAN.NS @ 328.25 | Strat Cash: 347,586.67 | Pos: 21
[09:57:00] [MeanReversion] EXEC: BUY 13 LTIM.NS @ 609.69 | Strat Cash: 397,931.83 | Pos: 13
[09:58:00] [MeanReversion] EXEC: BUY 46 BAJAJFINSV.NS @ 171.25 | Strat Cash: 390,054.16 | Pos: 46
[09:58:00] [MeanReversion] EXEC: BUY 13 M&M.NS @ 599.53 | Strat Cash: 382,260.30 | Pos: 13
[09:58:00] [MeanReversion] EXEC: SELL 11 SUNPHARMA.NS @ 756.42 | Strat Cash: 390,580.95 | Pos: 0
[09:59:00] [MeanReversion] EXEC: BUY 8 DIVISLAB.NS @ 875.72 | Strat Cash: 383,575.15 | Pos: 8
[09:59:00] [MeanReversion] EXEC: BUY 9 HINDUNILVR.NS @ 772.31 | Strat Cash: 376,624.33 | Pos: 9
[09:59:00] [Trend] EXEC: SELL 14 NESTLEIND.NS @ 555.18 | Strat Cash: 355,359.20 | Pos: 0
[10:00:00] [MeanReversion] EXEC: SELL 15 CIPLA.NS @ 629.24 | Strat Cash: 386,063.00 | Pos: 0
[10:00:00] [MeanReversion] EXEC: BUY 8 INDUSINDBK.NS @ 892.09 | Strat Cash: 378,926.24 | Pos: 8
[10:00:00] [MeanReversion] EXEC: SELL 2 MARUTI.NS @ 3,852.51 | Strat Cash: 386,631.25 | Pos: 0
[10:01:00] [Trend] EXEC: SELL 12 HINDUNILVR.NS @ 772.22 | Strat Cash: 364,625.79 | Pos: 0
[10:02:00] [Trend] EXEC: BUY 5 BRITANNIA.NS @ 1,316.90 | Strat Cash: 358,041.29 | Pos: 5
[10:02:00] [Trend] EXEC: SELL 9 DIVISLAB.NS @ 876.38 | Strat Cash: 365,928.71 | Pos: 0
[10:02:00] [Trend] EXEC: SELL 23 UPL.NS @ 318.27 | Strat Cash: 373,248.87 | Pos: 0
[10:03:00] [Trend] EXEC: SELL 16 AXISBANK.NS @ 547.40 | Strat Cash: 382,007.27 | Pos: 0
[10:03:00] [Trend] EXEC: SELL 14 M&M.NS @ 598.24 | Strat Cash: 390,382.56 | Pos: 0
[10:03:00] [MeanReversion] EXEC: BUY 33 SBIN.NS @ 233.71 | Strat Cash: 378,918.66 | Pos: 33
[10:04:00] [MeanReversion] EXEC: SELL 15 NESTLEIND.NS @ 556.25 | Strat Cash: 387,262.46 | Pos: 0
[10:04:00] [MeanReversion] EXEC: BUY 2 ULTRACEMCO.NS @ 2,990.50 | Strat Cash: 381,281.46 | Pos: 2
[10:06:00] [MeanReversion] EXEC: BUY 5 APOLLOHOSP.NS @ 1,284.66 | Strat Cash: 374,858.18 | Pos: 5
[10:06:00] [MeanReversion] EXEC: BUY 10 DRREDDY.NS @ 699.28 | Strat Cash: 367,865.37 | Pos: 10
[10:06:00] [MeanReversion] EXEC: SELL 4 HEROMOTOCO.NS @ 1,863.98 | Strat Cash: 375,321.30 | Pos: 0
[10:06:00] [Trend] EXEC: BUY 98 NTPC.NS @ 79.48 | Strat Cash: 382,593.32 | Pos: 98
[10:06:00] [Trend] EXEC: SELL 3 ULTRACEMCO.NS @ 2,991.16 | Strat Cash: 391,566.80 | Pos: 0
[10:07:00] [MeanReversion] EXEC: BUY 4 EICHERMOT.NS @ 1,827.11 | Strat Cash: 368,012.88 | Pos: 4
[10:07:00] [MeanReversion] EXEC: SELL 20 TECHM.NS @ 441.12 | Strat Cash: 376,835.33 | Pos: 0
[10:07:00] [MeanReversion] EXEC: BUY 78 WIPRO.NS @ 95.50 | Strat Cash: 369,386.27 | Pos: 78
[10:08:00] [Trend] EXEC: BUY 15 HDFCBANK.NS @ 511.26 | Strat Cash: 383,897.91 | Pos: 15
[10:09:00] [MeanReversion] EXEC: SELL 9 TCS.NS @ 1,069.97 | Strat Cash: 379,016.03 | Pos: 0
[10:10:00] [Trend] EXEC: BUY 77 HINDALCO.NS @ 98.59 | Strat Cash: 376,306.33 | Pos: 77
[10:10:00] [Trend] EXEC: BUY 10 KOTAKBANK.NS @ 726.52 | Strat Cash: 369,041.11 | Pos: 10
[10:10:00] [MeanReversion] EXEC: BUY 34 RELIANCE.NS @ 219.76 | Strat Cash: 371,544.08 | Pos: 34
[10:10:00] [Trend] EXEC: SELL 33 SBIN.NS @ 233.88 | Strat Cash: 376,759.16 | Pos: 0
[10:10:00] [Trend] EXEC: BUY 62 TATACONSUM.NS @ 121.39 | Strat Cash: 369,232.79 | Pos: 62
[10:11:00] [Trend] EXEC: BUY 142 BAJFINANCE.NS @ 51.93 | Strat Cash: 361,858.35 | Pos: 142
[10:12:00] [MeanReversion] EXEC: SELL 8 DIVISLAB.NS @ 877.82 | Strat Cash: 378,566.67 | Pos: 0
[10:12:00] [MeanReversion] EXEC: SELL 13 SBILIFE.NS @ 695.06 | Strat Cash: 387,602.50 | Pos: 0
[10:13:00] [Trend] EXEC: SELL 7 APOLLOHOSP.NS @ 1,283.33 | Strat Cash: 370,841.68 | Pos: 0
[10:13:00] [Trend] EXEC: SELL 16 GRASIM.NS @ 538.54 | Strat Cash: 379,458.25 | Pos: 0
[10:13:00] [Trend] EXEC: BUY 22 HDFCLIFE.NS @ 337.01 | Strat Cash: 372,044.00 | Pos: 22
[10:13:00] [Trend] EXEC: BUY 1 MARUTI.NS @ 3,855.31 | Strat Cash: 368,188.69 | Pos: 1
[10:14:00] [MeanReversion] EXEC: SELL 10 ASIANPAINT.NS @ 772.17 | Strat Cash: 395,324.20 | Pos: 0
[10:14:00] [MeanReversion] EXEC: BUY 4 BAJAJ-AUTO.NS @ 1,901.57 | Strat Cash: 387,717.94 | Pos: 4
[10:14:00] [MeanReversion] EXEC: BUY 22 BHARTIARTL.NS @ 349.76 | Strat Cash: 380,023.32 | Pos: 22
[10:14:00] [MeanReversion] EXEC: BUY 70 ONGC.NS @ 108.32 | Strat Cash: 372,440.76 | Pos: 70
[10:15:00] [MeanReversion] EXEC: BUY 25 ADANIPORTS.NS @ 297.02 | Strat Cash: 365,015.19 | Pos: 25
[10:15:00] [Trend] EXEC: SELL 4 BAJAJ-AUTO.NS @ 1,902.90 | Strat Cash: 375,800.29 | Pos: 0
[10:15:00] [Trend] EXEC: BUY 11 CIPLA.NS @ 629.01 | Strat Cash: 368,881.23 | Pos: 11
[10:15:00] [Trend] EXEC: SELL 10 DRREDDY.NS @ 699.35 | Strat Cash: 375,874.70 | Pos: 0
[10:15:00] [MeanReversion] EXEC: BUY 3 HEROMOTOCO.NS @ 1,856.84 | Strat Cash: 359,444.67 | Pos: 3
[10:16:00] [MeanReversion] EXEC: BUY 37 COALINDIA.NS @ 190.13 | Strat Cash: 352,409.95 | Pos: 37
[10:16:00] [MeanReversion] EXEC: SELL 36 ICICIBANK.NS @ 243.59 | Strat Cash: 361,179.31 | Pos: 0
[10:17:00] [MeanReversion] EXEC: BUY 13 GRASIM.NS @ 537.94 | Strat Cash: 354,186.04 | Pos: 13
[10:17:00] [MeanReversion] EXEC: BUY 6 TCS.NS @ 1,066.94 | Strat Cash: 347,784.43 | Pos: 6
[10:17:00] [Trend] EXEC: BUY 17 TECHM.NS @ 441.65 | Strat Cash: 368,366.60 | Pos: 17
[10:18:00] [Trend] EXEC: BUY 9 ASIANPAINT.NS @ 771.79 | Strat Cash: 361,420.45 | Pos: 9
[10:18:00] [MeanReversion] EXEC: BUY 21 UPL.NS @ 317.22 | Strat Cash: 341,122.72 | Pos: 21
[10:20:00] [MeanReversion] EXEC: BUY 12 AXISBANK.NS @ 546.78 | Strat Cash: 334,561.42 | Pos: 12
[10:20:00] [MeanReversion] EXEC: SELL 33 SBIN.NS @ 234.12 | Strat Cash: 342,287.22 | Pos: 0
[10:21:00] [Trend] EXEC: SELL 9 ASIANPAINT.NS @ 770.69 | Strat Cash: 368,356.69 | Pos: 0
[10:21:00] [Trend] EXEC: BUY 13 NESTLEIND.NS @ 556.28 | Strat Cash: 361,125.02 | Pos: 13
[10:22:00] [Trend] EXEC: BUY 29 ICICIBANK.NS @ 243.86 | Strat Cash: 354,052.95 | Pos: 29
